road_id,road_name,neighbourhood,hour,speed_limit,avg_speed,volume,capacity,incident_count,incident_text,incident_weight
R051,Adyar_Rd_6,Adyar,8,40,13.8,1167,1167,1,major collision road closed,3
R051,Adyar_Rd_6,Adyar,9,40,16.7,1167,1167,0,traffic moving normally,0
R051,Adyar_Rd_6,Adyar,10,40,14.0,1167,1167,1,minor fender bender cleared,1
R051,Adyar_Rd_6,Adyar,11,40,22.4,788,1167,0,no incidents reported,0
R051,Adyar_Rd_6,Adyar,12,40,20.2,1167,1167,0,clear roads,0
R051,Adyar_Rd_6,Adyar,13,40,20.3,1109,1167,0,traffic moving normally,0
R051,Adyar_Rd_6,Adyar,14,40,16.6,908,1167,0,traffic moving normally,0
R051,Adyar_Rd_6,Adyar,15,40,20.7,881,1167,1,construction work causing delays,2
R051,Adyar_Rd_6,Adyar,16,40,22.1,1117,1167,0,traffic moving normally,0
R051,Adyar_Rd_6,Adyar,17,40,11.6,1167,1167,0,traffic moving normally,0
R051,Adyar_Rd_6,Adyar,18,40,14.9,1167,1167,0,traffic moving normally,0
R051,Adyar_Rd_6,Adyar,19,40,15.3,1167,1167,0,clear roads,0
R051,Adyar_Rd_6,Adyar,20,40,12.4,1167,1167,0,traffic moving normally,0
R051,Adyar_Rd_6,Adyar,21,40,21.1,841,1167,1,construction work causing delays,2
R051,Adyar_Rd_6,Adyar,22,40,24.9,1040,1167,0,clear roads,0
R051,Adyar_Rd_6,Adyar,23,40,23.4,844,1167,1,construction work causing delays,2
R052,Adyar_Rd_7,Adyar,0,50,35.3,1055,1578,0,clear roads,0
R052,Adyar_Rd_7,Adyar,1,50,37.0,1199,1578,0,traffic moving normally,0
R052,Adyar_Rd_7,Adyar,2,50,32.1,1321,1578,0,no incidents reported,0
R052,Adyar_Rd_7,Adyar,3,50,31.0,1006,1578,1,construction work causing delays,2
R052,Adyar_Rd_7,Adyar,4,50,36.6,1216,1578,0,traffic moving normally,0
R052,Adyar_Rd_7,Adyar,5,50,33.9,891,1578,1,major collision road closed,3
R052,Adyar_Rd_7,Adyar,6,50,25.8,1134,1578,1,slow traffic near junction,1
R052,Adyar_Rd_7,Adyar,7,50,22.3,1578,1578,0,clear roads,0
R052,Adyar_Rd_7,Adyar,8,50,13.0,1578,1578,0,no incidents reported,0
R052,Adyar_Rd_7,Adyar,9,50,17.5,1578,1578,1,slight congestion due to signal,1
R052,Adyar_Rd_7,Adyar,10,50,16.6,1578,1578,1,vehicle breakdown lane blocked,2
R052,Adyar_Rd_7,Adyar,11,50,27.0,1334,1578,0,no incidents reported,0
R052,Adyar_Rd_7,Adyar,12,50,19.3,1213,1578,1,minor fender bender cleared,1
R052,Adyar_Rd_7,Adyar,13,50,28.6,1297,1578,0,clear roads,0
R052,Adyar_Rd_7,Adyar,14,50,21.2,1218,1578,0,no incidents reported,0
R052,Adyar_Rd_7,Adyar,15,50,27.2,1569,1578,0,no incidents reported,0
R052,Adyar_Rd_7,Adyar,16,50,26.8,1578,1578,0,no incidents reported,0
R052,Adyar_Rd_7,Adyar,17,50,20.1,1578,1578,1,construction work causing delays,2
R052,Adyar_Rd_7,Adyar,18,50,14.6,1578,1578,1,truck overturned blocking all lanes,3
R052,Adyar_Rd_7,Adyar,19,50,19.8,1578,1578,1,minor fender bender cleared,1
R052,Adyar_Rd_7,Adyar,20,50,19.1,1578,1578,1,construction work causing delays,2
R052,Adyar_Rd_7,Adyar,21,50,26.2,1168,1578,0,no incidents reported,0
R052,Adyar_Rd_7,Adyar,22,50,29.0,1516,1578,0,no incidents reported,0
R052,Adyar_Rd_7,Adyar,23,50,27.9,1151,1578,0,traffic moving normally,0
R053,Adyar_Rd_8,Adyar,0,50,38.6,1084,1737,1,construction work causing delays,2
R053,Adyar_Rd_8,Adyar,1,50,33.6,1301,1737,1,minor fender bender cleared,1
R053,Adyar_Rd_8,Adyar,2,50,31.7,1259,1737,0,clear roads,0
R053,Adyar_Rd_8,Adyar,3,50,35.3,1373,1737,0,traffic moving normally,0
R053,Adyar_Rd_8,Adyar,4,50,33.3,952,1737,0,traffic moving normally,0
R053,Adyar_Rd_8,Adyar,5,50,34.1,1144,1737,0,clear roads,0
R053,Adyar_Rd_8,Adyar,6,50,24.8,1375,1737,0,no incidents reported,0
R053,Adyar_Rd_8,Adyar,7,50,18.6,1737,1737,1,accident reported minor injuries,2
R053,Adyar_Rd_8,Adyar,8,50,15.9,1737,1737,0,no incidents reported,0
R053,Adyar_Rd_8,Adyar,9,50,17.7,1737,1737,0,traffic moving normally,0
R053,Adyar_Rd_8,Adyar,10,50,22.3,1737,1737,0,clear roads,0
R053,Adyar_Rd_8,Adyar,11,50,27.3,1353,1737,0,clear roads,0
R053,Adyar_Rd_8,Adyar,12,50,26.7,1737,1737,0,traffic moving normally,0
R053,Adyar_Rd_8,Adyar,13,50,24.3,1336,1737,0,traffic moving normally,0
R053,Adyar_Rd_8,Adyar,14,50,23.2,1600,1737,0,clear roads,0
R053,Adyar_Rd_8,Adyar,15,50,31.2,1667,1737,0,clear roads,0
R053,Adyar_Rd_8,Adyar,16,50,23.2,1689,1737,1,slight congestion due to signal,1
R053,Adyar_Rd_8,Adyar,17,50,21.1,1737,1737,1,slow traffic near junction,1
R053,Adyar_Rd_8,Adyar,18,50,13.7,1737,1737,0,no incidents reported,0
R053,Adyar_Rd_8,Adyar,19,50,20.8,1737,1737,0,traffic moving normally,0
R053,Adyar_Rd_8,Adyar,20,50,18.6,1737,1737,0,no incidents reported,0
R053,Adyar_Rd_8,Adyar,21,50,25.5,1184,1737,0,traffic moving normally,0
R053,Adyar_Rd_8,Adyar,22,50,26.9,1737,1737,0,no incidents reported,0
R053,Adyar_Rd_8,Adyar,23,50,29.6,1550,1737,0,no incidents reported,0
R054,Adyar_Rd_9,Adyar,0,60,46.8,791,1115,0,traffic moving normally,0
R054,Adyar_Rd_9,Adyar,1,60,36.2,877,1115,1,slow traffic near junction,1
R054,Adyar_Rd_9,Adyar,2,60,38.2,925,1115,0,clear roads,0
R054,Adyar_Rd_9,Adyar,3,60,36.9,943,1115,0,clear roads,0
R054,Adyar_Rd_9,Adyar,4,60,40.4,885,1115,0,no incidents reported,0
R054,Adyar_Rd_9,Adyar,5,60,43.7,777,1115,0,traffic moving normally,0
R054,Adyar_Rd_9,Adyar,6,60,29.1,999,1115,0,clear roads,0
R054,Adyar_Rd_9,Adyar,7,60,20.4,1115,1115,0,no incidents reported,0
R054,Adyar_Rd_9,Adyar,8,60,23.1,1115,1115,1,accident reported minor injuries,2
R054,Adyar_Rd_9,Adyar,9,60,19.2,1115,1115,0,traffic moving normally,0
R054,Adyar_Rd_9,Adyar,10,60,12.6,1115,1115,1,fatal accident blocked road,3
R054,Adyar_Rd_9,Adyar,11,60,34.1,1105,1115,0,clear roads,0
R054,Adyar_Rd_9,Adyar,12,60,33.5,1115,1115,0,traffic moving normally,0
R054,Adyar_Rd_9,Adyar,13,60,26.5,1115,1115,0,traffic moving normally,0
R054,Adyar_Rd_9,Adyar,14,60,24.4,1043,1115,0,traffic moving normally,0
R054,Adyar_Rd_9,Adyar,15,60,34.4,759,1115,1,major collision road closed,3
R054,Adyar_Rd_9,Adyar,16,60,34.5,743,1115,0,clear roads,0
R054,Adyar_Rd_9,Adyar,17,60,20.9,1115,1115,0,clear roads,0
R054,Adyar_Rd_9,Adyar,18,60,20.3,1115,1115,0,clear roads,0
R054,Adyar_Rd_9,Adyar,19,60,22.4,1115,1115,1,vehicle breakdown lane blocked,2
R054,Adyar_Rd_9,Adyar,20,60,19.1,1115,1115,0,clear roads,0
R054,Adyar_Rd_9,Adyar,21,60,30.2,743,1115,0,clear roads,0
R054,Adyar_Rd_9,Adyar,22,60,35.5,1065,1115,1,fatal accident blocked road,3
R054,Adyar_Rd_9,Adyar,23,60,30.0,1111,1115,0,traffic moving normally,0
R055,Adyar_Rd_10,Adyar,0,80,47.7,632,975,1,truck overturned blocking all lanes,3
R055,Adyar_Rd_10,Adyar,1,80,51.8,752,975,0,traffic moving normally,0
R055,Adyar_Rd_10,Adyar,2,80,52.7,646,975,0,no incidents reported,0
R055,Adyar_Rd_10,Adyar,3,80,56.4,811,975,0,traffic moving normally,0
R055,Adyar_Rd_10,Adyar,4,80,52.2,715,975,0,traffic moving normally,0
R055,Adyar_Rd_10,Adyar,5,80,60.2,736,975,0,traffic moving normally,0
R055,Adyar_Rd_10,Adyar,6,80,45.0,918,975,0,traffic moving normally,0
R055,Adyar_Rd_10,Adyar,7,80,24.0,975,975,1,major collision road closed,3
R055,Adyar_Rd_10,Adyar,8,80,29.0,975,975,1,vehicle breakdown lane blocked,2
R055,Adyar_Rd_10,Adyar,9,80,32.9,975,975,0,clear roads,0
R055,Adyar_Rd_10,Adyar,10,80,29.9,975,975,0,clear roads,0
R055,Adyar_Rd_10,Adyar,11,80,38.6,920,975,1,truck overturned blocking all lanes,3
R055,Adyar_Rd_10,Adyar,12,80,38.1,950,975,0,traffic moving normally,0
R055,Adyar_Rd_10,Adyar,13,80,40.7,948,975,0,traffic moving normally,0
R055,Adyar_Rd_10,Adyar,14,80,42.1,975,975,1,minor fender bender cleared,1
R055,Adyar_Rd_10,Adyar,15,80,43.9,914,975,0,no incidents reported,0
R055,Adyar_Rd_10,Adyar,16,80,43.4,975,975,0,traffic moving normally,0
R055,Adyar_Rd_10,Adyar,17,80,36.9,975,975,0,clear roads,0
R055,Adyar_Rd_10,Adyar,18,80,32.4,975,975,0,no incidents reported,0
R055,Adyar_Rd_10,Adyar,19,80,31.4,975,975,0,traffic moving normally,0
R055,Adyar_Rd_10,Adyar,20,80,27.5,975,975,0,clear roads,0
R055,Adyar_Rd_10,Adyar,21,80,40.2,975,975,1,construction work causing delays,2
R055,Adyar_Rd_10,Adyar,22,80,46.4,925,975,0,no incidents reported,0
R055,Adyar_Rd_10,Adyar,23,80,47.8,863,975,0,clear roads,0
R056,Mylapore_Rd_1,Mylapore,0,50,31.9,1032,1549,0,traffic moving normally,0
R056,Mylapore_Rd_1,Mylapore,1,50,33.6,925,1549,1,slow traffic near junction,1
R056,Mylapore_Rd_1,Mylapore,2,50,33.6,1034,1549,0,clear roads,0
R056,Mylapore_Rd_1,Mylapore,3,50,34.0,857,1549,0,traffic moving normally,0
R056,Mylapore_Rd_1,Mylapore,4,50,28.1,1192,1549,0,clear roads,0
R056,Mylapore_Rd_1,Mylapore,5,50,31.0,1247,1549,1,vehicle breakdown lane blocked,2
R056,Mylapore_Rd_1,Mylapore,6,50,27.4,1063,1549,0,clear roads,0
R056,Mylapore_Rd_1,Mylapore,7,50,16.1,1549,1549,1,construction work causing delays,2
R056,Mylapore_Rd_1,Mylapore,8,50,17.7,1549,1549,0,clear roads,0
R056,Mylapore_Rd_1,Mylapore,9,50,17.0,1549,1549,1,truck overturned blocking all lanes,3
R056,Mylapore_Rd_1,Mylapore,10,50,10.6,1549,1549,1,accident reported minor injuries,2
R056,Mylapore_Rd_1,Mylapore,11,50,28.8,1549,1549,0,no incidents reported,0
R056,Mylapore_Rd_1,Mylapore,12,50,22.0,1358,1549,0,no incidents reported,0
R056,Mylapore_Rd_1,Mylapore,13,50,21.0,1549,1549,0,traffic moving normally,0
R056,Mylapore_Rd_1,Mylapore,14,50,25.8,1331,1549,0,clear roads,0
R056,Mylapore_Rd_1,Mylapore,15,50,27.6,1409,1549,0,no incidents reported,0
R056,Mylapore_Rd_1,Mylapore,16,50,29.1,1549,1549,0,clear roads,0
R056,Mylapore_Rd_1,Mylapore,17,50,18.1,1549,1549,0,clear roads,0
R056,Mylapore_Rd_1,Mylapore,18,50,16.5,1549,1549,0,no incidents reported,0
R056,Mylapore_Rd_1,Mylapore,19,50,17.8,1549,1549,0,traffic moving normally,0
R056,Mylapore_Rd_1,Mylapore,20,50,14.8,1549,1549,1,truck overturned blocking all lanes,3
R056,Mylapore_Rd_1,Mylapore,21,50,22.7,1233,1549,0,traffic moving normally,0
R056,Mylapore_Rd_1,Mylapore,22,50,24.5,1073,1549,0,traffic moving normally,0
R056,Mylapore_Rd_1,Mylapore,23,50,29.9,1504,1549,0,traffic moving normally,0
R057,Mylapore_Rd_2,Mylapore,0,50,30.6,915,1199,0,clear roads,0
R057,Mylapore_Rd_2,Mylapore,1,50,27.6,780,1199,0,traffic moving normally,0
R057,Mylapore_Rd_2,Mylapore,2,50,31.5,1014,1199,0,traffic moving normally,0
R057,Mylapore_Rd_2,Mylapore,3,50,30.5,898,1199,0,traffic moving normally,0
R057,Mylapore_Rd_2,Mylapore,4,50,34.7,729,1199,0,no incidents reported,0
R057,Mylapore_Rd_2,Mylapore,5,50,35.5,813,1199,0,no incidents reported,0
R057,Mylapore_Rd_2,Mylapore,6,50,25.1,928,1199,0,traffic moving normally,0
R057,Mylapore_Rd_2,Mylapore,7,50,16.6,1199,1199,1,construction work causing delays,2
R057,Mylapore_Rd_2,Mylapore,8,50,16.8,1199,1199,1,slow traffic near junction,1
R057,Mylapore_Rd_2,Mylapore,9,50,15.8,1199,1199,0,traffic moving normally,0
R057,Mylapore_Rd_2,Mylapore,10,50,15.4,1199,1199,0,no incidents reported,0
R057,Mylapore_Rd_2,Mylapore,11,50,23.8,1127,1199,0,traffic moving normally,0
R057,Mylapore_Rd_2,Mylapore,12,50,18.6,1107,1199,0,traffic moving normally,0
R057,Mylapore_Rd_2,Mylapore,13,50,20.9,1037,1199,0,no incidents reported,0
R057,Mylapore_Rd_2,Mylapore,14,50,23.0,1040,1199,0,traffic moving normally,0
R057,Mylapore_Rd_2,Mylapore,15,50,22.5,933,1199,0,traffic moving normally,0
R057,Mylapore_Rd_2,Mylapore,16,50,26.6,1080,1199,1,accident reported minor injuries,2
R057,Mylapore_Rd_2,Mylapore,17,50,17.6,1199,1199,1,fatal accident blocked road,3
R057,Mylapore_Rd_2,Mylapore,18,50,16.0,1199,1199,0,traffic moving normally,0
R057,Mylapore_Rd_2,Mylapore,19,50,16.7,1199,1199,0,no incidents reported,0
R057,Mylapore_Rd_2,Mylapore,20,50,14.2,1199,1199,0,no incidents reported,0
R057,Mylapore_Rd_2,Mylapore,21,50,28.2,1199,1199,0,no incidents reported,0
R057,Mylapore_Rd_2,Mylapore,22,50,28.1,1128,1199,1,vehicle breakdown lane blocked,2
R057,Mylapore_Rd_2,Mylapore,23,50,23.2,1083,1199,0,clear roads,0
R058,Mylapore_Rd_3,Mylapore,0,80,46.5,837,1139,0,no incidents reported,0
R058,Mylapore_Rd_3,Mylapore,1,80,47.4,935,1139,0,no incidents reported,0
R058,Mylapore_Rd_3,Mylapore,2,80,53.2,694,1139,0,clear roads,0
R058,Mylapore_Rd_3,Mylapore,3,80,52.4,834,1139,0,clear roads,0
R058,Mylapore_Rd_3,Mylapore,4,80,55.2,769,1139,0,clear roads,0
R058,Mylapore_Rd_3,Mylapore,5,80,55.7,626,1139,0,clear roads,0
R058,Mylapore_Rd_3,Mylapore,6,80,35.6,958,1139,1,slight congestion due to signal,1
R058,Mylapore_Rd_3,Mylapore,7,80,27.6,1139,1139,0,clear roads,0
R058,Mylapore_Rd_3,Mylapore,8,80,30.0,1139,1139,0,no incidents reported,0
R058,Mylapore_Rd_3,Mylapore,9,80,24.2,1139,1139,0,traffic moving normally,0
R058,Mylapore_Rd_3,Mylapore,10,80,25.4,1139,1139,0,traffic moving normally,0
R058,Mylapore_Rd_3,Mylapore,11,80,41.1,1090,1139,0,no incidents reported,0
R058,Mylapore_Rd_3,Mylapore,12,80,36.6,983,1139,0,no incidents reported,0
R058,Mylapore_Rd_3,Mylapore,13,80,40.4,1070,1139,0,clear roads,0
R058,Mylapore_Rd_3,Mylapore,14,80,44.1,1139,1139,0,no incidents reported,0
R058,Mylapore_Rd_3,Mylapore,15,80,47.3,866,1139,0,clear roads,0
R058,Mylapore_Rd_3,Mylapore,16,80,39.7,847,1139,0,no incidents reported,0
R058,Mylapore_Rd_3,Mylapore,17,80,28.9,1139,1139,0,traffic moving normally,0
R058,Mylapore_Rd_3,Mylapore,18,80,24.7,1139,1139,0,traffic moving normally,0
R058,Mylapore_Rd_3,Mylapore,19,80,25.1,1139,1139,0,clear roads,0
R058,Mylapore_Rd_3,Mylapore,20,80,27.6,1139,1139,0,no incidents reported,0
R058,Mylapore_Rd_3,Mylapore,21,80,38.9,1028,1139,0,clear roads,0
R058,Mylapore_Rd_3,Mylapore,22,80,39.4,1139,1139,0,traffic moving normally,0
R058,Mylapore_Rd_3,Mylapore,23,80,42.7,1130,1139,0,traffic moving normally,0
R059,Mylapore_Rd_4,Mylapore,0,60,39.8,1676,1991,1,major collision road closed,3
R059,Mylapore_Rd_4,Mylapore,1,60,39.7,1430,1991,0,traffic moving normally,0
R059,Mylapore_Rd_4,Mylapore,2,60,39.7,1556,1991,0,clear roads,0
R059,Mylapore_Rd_4,Mylapore,3,60,34.6,1553,1991,0,no incidents reported,0
R059,Mylapore_Rd_4,Mylapore,4,60,36.0,1321,1991,0,traffic moving normally,0
R059,Mylapore_Rd_4,Mylapore,5,60,38.4,1669,1991,0,traffic moving normally,0
R059,Mylapore_Rd_4,Mylapore,6,60,34.5,1535,1991,0,traffic moving normally,0
R059,Mylapore_Rd_4,Mylapore,7,60,26.2,1991,1991,1,construction work causing delays,2
R059,Mylapore_Rd_4,Mylapore,8,60,20.1,1991,1991,0,clear roads,0
R059,Mylapore_Rd_4,Mylapore,9,60,21.3,1991,1991,1,slow traffic near junction,1
R059,Mylapore_Rd_4,Mylapore,10,60,15.1,1991,1991,0,clear roads,0
R059,Mylapore_Rd_4,Mylapore,11,60,33.4,1658,1991,0,no incidents reported,0
R059,Mylapore_Rd_4,Mylapore,12,60,33.8,1991,1991,1,slow traffic near junction,1
R059,Mylapore_Rd_4,Mylapore,13,60,25.5,1549,1991,1,truck overturned blocking all lanes,3
R059,Mylapore_Rd_4,Mylapore,14,60,26.2,1879,1991,0,no incidents reported,0
R059,Mylapore_Rd_4,Mylapore,15,60,33.9,1344,1991,0,traffic moving normally,0
R059,Mylapore_Rd_4,Mylapore,16,60,31.4,1370,1991,1,truck overturned blocking all lanes,3
R059,Mylapore_Rd_4,Mylapore,17,60,15.1,1991,1991,0,traffic moving normally,0
R059,Mylapore_Rd_4,Mylapore,18,60,19.4,1991,1991,1,construction work causing delays,2
R059,Mylapore_Rd_4,Mylapore,19,60,25.2,1991,1991,1,vehicle breakdown lane blocked,2
R059,Mylapore_Rd_4,Mylapore,20,60,20.0,1991,1991,1,vehicle breakdown lane blocked,2
R059,Mylapore_Rd_4,Mylapore,21,60,30.5,1471,1991,0,clear roads,0
R059,Mylapore_Rd_4,Mylapore,22,60,33.7,1957,1991,1,minor fender bender cleared,1
R059,Mylapore_Rd_4,Mylapore,23,60,32.3,1857,1991,0,clear roads,0
R060,Mylapore_Rd_5,Mylapore,0,50,31.1,1081,1679,0,clear roads,0
R060,Mylapore_Rd_5,Mylapore,1,50,30.4,1049,1679,1,accident reported minor injuries,2
R060,Mylapore_Rd_5,Mylapore,2,50,39.3,1106,1679,0,no incidents reported,0
R060,Mylapore_Rd_5,Mylapore,3,50,35.0,1104,1679,0,clear roads,0
R060,Mylapore_Rd_5,Mylapore,4,50,33.1,1080,1679,0,no incidents reported,0
R060,Mylapore_Rd_5,Mylapore,5,50,33.3,1403,1679,1,vehicle breakdown lane blocked,2
R060,Mylapore_Rd_5,Mylapore,6,50,25.8,1350,1679,0,traffic moving normally,0
R060,Mylapore_Rd_5,Mylapore,7,50,16.8,1679,1679,0,traffic moving normally,0
R060,Mylapore_Rd_5,Mylapore,8,50,15.4,1679,1679,1,minor fender bender cleared,1
R060,Mylapore_Rd_5,Mylapore,9,50,13.8,1679,1679,1,major collision road closed,3
R060,Mylapore_Rd_5,Mylapore,10,50,16.9,1679,1679,1,vehicle breakdown lane blocked,2
R060,Mylapore_Rd_5,Mylapore,11,50,25.3,1666,1679,0,no incidents reported,0
R060,Mylapore_Rd_5,Mylapore,12,50,24.3,1581,1679,0,no incidents reported,0
R060,Mylapore_Rd_5,Mylapore,13,50,24.7,1679,1679,0,clear roads,0
R060,Mylapore_Rd_5,Mylapore,14,50,24.4,1390,1679,1,slight congestion due to signal,1
R060,Mylapore_Rd_5,Mylapore,15,50,23.8,1572,1679,0,clear roads,0
R060,Mylapore_Rd_5,Mylapore,16,50,25.1,1227,1679,0,traffic moving normally,0
R060,Mylapore_Rd_5,Mylapore,17,50,16.7,1679,1679,0,no incidents reported,0
R060,Mylapore_Rd_5,Mylapore,18,50,19.8,1679,1679,0,no incidents reported,0
R060,Mylapore_Rd_5,Mylapore,19,50,19.7,1679,1679,0,clear roads,0
R060,Mylapore_Rd_5,Mylapore,20,50,15.6,1679,1679,0,no incidents reported,0
R060,Mylapore_Rd_5,Mylapore,21,50,23.0,1264,1679,1,major collision road closed,3
R060,Mylapore_Rd_5,Mylapore,22,50,32.2,1279,1679,1,major collision road closed,3
R060,Mylapore_Rd_5,Mylapore,23,50,27.2,1157,1679,0,traffic moving normally,0
R061,Mylapore_Rd_6,Mylapore,0,60,34.1,1033,1679,0,no incidents reported,0
R061,Mylapore_Rd_6,Mylapore,1,60,36.6,1428,1679,0,clear roads,0
R061,Mylapore_Rd_6,Mylapore,2,60,41.3,1137,1679,1,slight congestion due to signal,1
R061,Mylapore_Rd_6,Mylapore,3,60,44.5,1144,1679,0,clear roads,0
R061,Mylapore_Rd_6,Mylapore,4,60,43.9,1290,1679,0,clear roads,0
R061,Mylapore_Rd_6,Mylapore,5,60,39.4,1007,1679,1,construction work causing delays,2
R061,Mylapore_Rd_6,Mylapore,6,60,23.4,1679,1679,1,slight congestion due to signal,1
R061,Mylapore_Rd_6,Mylapore,7,60,19.2,1679,1679,1,minor fender bender cleared,1
R061,Mylapore_Rd_6,Mylapore,8,60,16.1,1679,1679,1,fatal accident blocked road,3
R061,Mylapore_Rd_6,Mylapore,9,60,19.4,1679,1679,0,no incidents reported,0
R061,Mylapore_Rd_6,Mylapore,10,60,16.5,1679,1679,0,no incidents reported,0
R061,Mylapore_Rd_6,Mylapore,11,60,30.1,1254,1679,1,major collision road closed,3
R061,Mylapore_Rd_6,Mylapore,12,60,30.4,1409,1679,0,no incidents reported,0
R061,Mylapore_Rd_6,Mylapore,13,60,27.1,1632,1679,0,traffic moving normally,0
R061,Mylapore_Rd_6,Mylapore,14,60,26.9,1679,1679,1,minor fender bender cleared,1
R061,Mylapore_Rd_6,Mylapore,15,60,31.2,1164,1679,0,clear roads,0
R061,Mylapore_Rd_6,Mylapore,16,60,39.2,1529,1679,1,slow traffic near junction,1
R061,Mylapore_Rd_6,Mylapore,17,60,17.5,1679,1679,0,no incidents reported,0
R061,Mylapore_Rd_6,Mylapore,18,60,21.7,1679,1679,1,major collision road closed,3
R061,Mylapore_Rd_6,Mylapore,19,60,26.2,1679,1679,1,accident reported minor injuries,2
R061,Mylapore_Rd_6,Mylapore,20,60,20.7,1679,1679,1,fatal accident blocked road,3
R061,Mylapore_Rd_6,Mylapore,21,60,35.0,1636,1679,0,traffic moving normally,0
R061,Mylapore_Rd_6,Mylapore,22,60,27.4,1677,1679,0,clear roads,0
R061,Mylapore_Rd_6,Mylapore,23,60,30.7,1679,1679,0,traffic moving normally,0
R062,Mylapore_Rd_7,Mylapore,0,80,47.8,1085,1623,1,slight congestion due to signal,1
R062,Mylapore_Rd_7,Mylapore,1,80,50.8,1300,1623,0,no incidents reported,0
R062,Mylapore_Rd_7,Mylapore,2,80,50.9,919,1623,0,traffic moving normally,0
R062,Mylapore_Rd_7,Mylapore,3,80,51.3,1338,1623,1,accident reported minor injuries,2
R062,Mylapore_Rd_7,Mylapore,4,80,54.4,1385,1623,0,no incidents reported,0
R062,Mylapore_Rd_7,Mylapore,5,80,42.1,919,1623,0,traffic moving normally,0
R062,Mylapore_Rd_7,Mylapore,6,80,39.3,1318,1623,0,clear roads,0
R062,Mylapore_Rd_7,Mylapore,7,80,26.4,1623,1623,0,no incidents reported,0
R062,Mylapore_Rd_7,Mylapore,8,80,18.0,1623,1623,1,minor fender bender cleared,1
R062,Mylapore_Rd_7,Mylapore,9,80,28.0,1623,1623,0,no incidents reported,0
R062,Mylapore_Rd_7,Mylapore,10,80,23.0,1623,1623,1,major collision road closed,3
R062,Mylapore_Rd_7,Mylapore,11,80,41.0,1375,1623,0,no incidents reported,0
R062,Mylapore_Rd_7,Mylapore,12,80,40.7,1623,1623,0,clear roads,0
R062,Mylapore_Rd_7,Mylapore,13,80,42.2,1223,1623,1,truck overturned blocking all lanes,3
R062,Mylapore_Rd_7,Mylapore,14,80,39.7,1560,1623,1,truck overturned blocking all lanes,3
R062,Mylapore_Rd_7,Mylapore,15,80,37.2,1085,1623,0,no incidents reported,0
R062,Mylapore_Rd_7,Mylapore,16,80,44.2,1428,1623,0,traffic moving normally,0
R062,Mylapore_Rd_7,Mylapore,17,80,30.5,1623,1623,0,clear roads,0
R062,Mylapore_Rd_7,Mylapore,18,80,29.7,1623,1623,1,vehicle breakdown lane blocked,2
R062,Mylapore_Rd_7,Mylapore,19,80,33.7,1623,1623,1,construction work causing delays,2
R062,Mylapore_Rd_7,Mylapore,20,80,28.2,1623,1623,0,no incidents reported,0
R062,Mylapore_Rd_7,Mylapore,21,80,47.4,1505,1623,0,no incidents reported,0
R062,Mylapore_Rd_7,Mylapore,22,80,47.4,1189,1623,0,traffic moving normally,0
R062,Mylapore_Rd_7,Mylapore,23,80,44.6,1205,1623,0,no incidents reported,0
R063,Mylapore_Rd_8,Mylapore,0,60,39.2,1652,1980,0,traffic moving normally,0
R063,Mylapore_Rd_8,Mylapore,1,60,39.7,1557,1980,0,traffic moving normally,0
R063,Mylapore_Rd_8,Mylapore,2,60,43.4,1640,1980,1,truck overturned blocking all lanes,3
R063,Mylapore_Rd_8,Mylapore,3,60,41.5,1444,1980,0,traffic moving normally,0
R063,Mylapore_Rd_8,Mylapore,4,60,35.2,1378,1980,0,clear roads,0
R063,Mylapore_Rd_8,Mylapore,5,60,39.5,1531,1980,0,no incidents reported,0
R063,Mylapore_Rd_8,Mylapore,6,60,28.8,1561,1980,1,slight congestion due to signal,1
R063,Mylapore_Rd_8,Mylapore,7,60,17.2,1980,1980,1,fatal accident blocked road,3
R063,Mylapore_Rd_8,Mylapore,8,60,18.0,1980,1980,1,slow traffic near junction,1
R063,Mylapore_Rd_8,Mylapore,9,60,14.9,1980,1980,1,truck overturned blocking all lanes,3
R063,Mylapore_Rd_8,Mylapore,10,60,16.4,1980,1980,1,fatal accident blocked road,3
R063,Mylapore_Rd_8,Mylapore,11,60,35.9,1827,1980,0,clear roads,0
R063,Mylapore_Rd_8,Mylapore,12,60,25.9,1980,1980,0,traffic moving normally,0
R063,Mylapore_Rd_8,Mylapore,13,60,30.4,1713,1980,1,accident reported minor injuries,2
R063,Mylapore_Rd_8,Mylapore,14,60,28.4,1766,1980,0,clear roads,0
R063,Mylapore_Rd_8,Mylapore,15,60,33.0,1527,1980,0,no incidents reported,0
R063,Mylapore_Rd_8,Mylapore,16,60,33.1,1488,1980,0,no incidents reported,0
R063,Mylapore_Rd_8,Mylapore,17,60,18.0,1980,1980,0,no incidents reported,0
R063,Mylapore_Rd_8,Mylapore,18,60,23.4,1980,1980,1,slight congestion due to signal,1
R063,Mylapore_Rd_8,Mylapore,19,60,17.2,1980,1980,0,traffic moving normally,0
R063,Mylapore_Rd_8,Mylapore,20,60,18.8,1980,1980,1,slow traffic near junction,1
R063,Mylapore_Rd_8,Mylapore,21,60,33.1,1858,1980,0,traffic moving normally,0
R063,Mylapore_Rd_8,Mylapore,22,60,28.3,1343,1980,0,clear roads,0
R063,Mylapore_Rd_8,Mylapore,23,60,25.4,1519,1980,0,traffic moving normally,0
R064,Mylapore_Rd_9,Mylapore,0,50,32.8,779,1397,0,traffic moving normally,0
